M,z,y
740.9113534,1.927618828,0.018788034
744.8188832,1.930804975,0.019360051
748.7166016,1.933991122,0.019936173
752.6041409,1.937177269,0.020516515
756.4811945,1.940363415,0.021101121
760.3475524,1.943549562,0.021689808
764.2031545,1.946735709,0.022283118
768.0477686,1.949921856,0.022880025
771.8809261,1.953108003,0.023481623
775.7024482,1.95629415,0.024087399
779.5123434,1.959480296,0.024697641
783.310035,1.962666443,0.025312089
787.0957429,1.96585259,0.02593043
790.8688468,1.969038737,0.026553158
794.6292327,1.972224884,0.027180581
798.3769057,1.975411031,0.027811691
802.1112668,1.978597177,0.028447224
805.8322876,1.981783324,0.029087123
809.5398486,1.984969471,0.029731091
813.2336104,1.988155618,0.030379401
816.9134865,1.991341765,0.031032141
820.5793568,1.994527911,0.031689117
824.2306216,1.997714058,0.032350332
827.8675817,2.000900205,0.033015908
831.4897096,2.004086352,0.033685476
835.0968859,2.007272499,0.034359349
838.6889201,2.010458646,0.035037714
842.2656053,2.013644792,0.035720413
845.8268671,2.016830939,0.036407143
849.3725597,2.020017086,0.037098347
852.9022974,2.023203233,0.03779382
856.4161255,2.02638938,0.038493344
859.9135819,2.029575527,0.039197334
863.3948988,2.032761673,0.03990547
866.8596036,2.03594782,0.040618076
870.3074123,2.039133967,0.041334755
873.7386467,2.042320114,0.04205583
877.1527631,2.045506261,0.042780933
880.5497563,2.048692407,0.043510767
883.9294693,2.051878554,0.044244431
887.2915139,2.055064701,0.044982766
890.63609,2.058250848,0.04572508
893.9629138,2.061436995,0.046471878
897.271961,2.064623142,0.047222698
900.5627601,2.067809288,0.047977929
903.8355044,2.070995435,0.048737554
907.0898722,2.074181582,0.049501253
910.3258835,2.077367729,0.050269234
913.543374,2.080553876,0.051041801
916.7421675,2.083740023,0.051818488
919.9220494,2.086926169,0.052599483
923.0830983,2.090112316,0.053384361
926.2250988,2.093298463,0.054173808
929.3479516,2.09648461,0.054967444
932.4515643,2.099670757,0.055765568
935.535772,2.102856903,0.056567916
938.6006742,2.10604305,0.057374172
941.6459995,2.109229197,0.058185058
944.6714482,2.112415344,0.059000189
947.677411,2.115601491,0.059819495
950.6635121,2.118787638,0.060642853
953.6296087,2.121973784,0.061470665
956.5756448,2.125159931,0.062302562
959.5016369,2.128346078,0.063139083
962.4075377,2.131532225,0.063979452
965.2930825,2.134718372,0.064824208
968.1583489,2.137904519,0.065673383
971.0031231,2.141090665,0.066526723
973.8276008,2.144276812,0.067384326
976.6316292,2.147462959,0.068246189
979.414823,2.150649106,0.069112132
982.1774092,2.153835253,0.069982325
984.9193492,2.157021399,0.07085704
987.6406461,2.160207546,0.071735516
990.3409579,2.163393693,0.07261843
993.0205417,2.16657984,0.073505584
995.6792287,2.169765987,0.074397247
998.3169107,2.172952134,0.075292621
1000.933637,2.17613828,0.07619282
1003.529292,2.179324427,0.077096519
1006.103915,2.182510574,0.078004732
1008.657364,2.185696721,0.078917299
1011.189932,2.188882868,0.079833879
1013.701159,2.192069015,0.080754799
1016.191219,2.195255161,0.081680025
1018.660036,2.198441308,0.082609287
1021.107802,2.201627455,0.083542601
1023.534235,2.204813602,0.084480268
1025.939371,2.207999749,0.085422408
1028.323369,2.211185895,0.086368122
1030.685966,2.214372042,0.087318301
1033.027376,2.217558189,0.088273011
1035.347402,2.220744336,0.089231209
1037.646276,2.223930483,0.090194357
1039.9237,2.22711663,0.09116121
1042.17991,2.230302776,0.092132131
1044.41482,2.233488923,0.09310742
1046.62837,2.23667507,0.094086659
1048.820622,2.239861217,0.095070046
1050.991825,2.243047364,0.096058012
1053.141468,2.246233511,0.097049602
1055.27011,2.249419657,0.09804574
1057.377612,2.252605804,0.099045593
1059.463695,2.255791951,0.100050068
1061.528663,2.258978098,0.101058209
1063.572239,2.262164245,0.102070718
1065.594873,2.265350391,0.103087284
1067.596512,2.268536538,0.104107751
1069.576942,2.271722685,0.105132643
1071.536198,2.274908832,0.106161573
1073.474534,2.278094979,0.107194545
1075.391985,2.281281126,0.108231746
1077.288275,2.284467272,0.109272734
1079.163638,2.287653419,0.110318
1081.018255,2.290839566,0.111367404
1082.851807,2.294025713,0.112420964
1084.66475,2.29721186,0.113478127
1086.45697,2.300398007,0.114539561
1088.228209,2.303584153,0.115605391
1089.979037,2.3067703,0.116675074
1091.709096,2.309956447,0.117748812
1093.41854,2.313142594,0.118826492
1095.107706,2.316328741,0.119908337
1096.776225,2.319514887,0.120994011
1098.424201,2.322701034,0.122083949
1100.051924,2.325887181,0.123177864
1101.659453,2.329073328,0.124275817
1103.246664,2.332259475,0.125377706
1104.813574,2.335445622,0.126483574
1106.360605,2.338631768,0.127593539
1107.887278,2.341817915,0.128707462
1109.3941,2.345004062,0.129825355
1110.880815,2.348190209,0.130947176
1112.347856,2.351376356,0.13207315
1113.795109,2.354562503,0.133202837
1115.222472,2.357748649,0.134336848
1116.630278,2.360934796,0.135474506
1118.018308,2.364120943,0.136616548
