M,z,y
4.598985866,2.224112056,2.966922768
4.637921915,2.233116558,2.965783188
4.676987393,2.242121061,2.964642714
4.716172676,2.251125563,2.963501089
4.755468467,2.260130065,2.962357463
4.794885133,2.269134567,2.961213653
4.834420831,2.27813907,2.960068804
4.874059926,2.287143572,2.958922096
4.913832257,2.296148074,2.957774761
4.953720303,2.305152576,2.956626233
4.993712057,2.314157079,2.955477034
5.03382276,2.323161581,2.954326672
5.074052398,2.332166083,2.953175084
5.114393863,2.341170585,2.952022234
5.154852402,2.350175088,2.95086828
5.195436934,2.35917959,2.949713651
5.236120251,2.368184092,2.948557844
5.276924401,2.377188594,2.947401798
5.317848849,2.386193097,2.94624422
5.358881897,2.395197599,2.945085008
5.400033306,2.404202101,2.94392594
5.441292591,2.413206603,2.942765384
5.482674721,2.422211106,2.941604018
5.524168094,2.431215608,2.940442106
5.565771115,2.44022011,2.939278846
5.607493566,2.449224612,2.938114392
5.649323365,2.458229115,2.936949809
5.69127365,2.467233617,2.935783712
5.733328414,2.476238119,2.934617027
5.775500604,2.485242621,2.9334498
5.817785901,2.494247124,2.93228149
5.860185154,2.503251626,2.931112248
5.902689215,2.512256128,2.929942697
5.945309042,2.52126063,2.928771359
5.988045566,2.530265133,2.927600341
6.030894589,2.539269635,2.92642781
6.073848698,2.548274137,2.925254306
6.116912764,2.557278639,2.924080869
6.16009423,2.566283142,2.922906719
6.203382622,2.575287644,2.921730808
6.246788107,2.584292146,2.92055461
6.290297295,2.593296648,2.919377895
6.333916451,2.602301151,2.918200691
6.377657302,2.611305653,2.917022341
6.42149244,2.620310155,2.915843895
6.465449718,2.629314657,2.914664483
6.509508451,2.63831916,2.913484063
6.553672146,2.647323662,2.912303188
6.597952974,2.656328164,2.911122383
6.642341195,2.665332666,2.909940711
6.686839133,2.674337169,2.908757913
6.731448106,2.683341671,2.907575355
6.776159878,2.692346173,2.906391373
6.820978464,2.701350675,2.905206878
6.865904782,2.710355178,2.904022037
6.910940324,2.71935968,2.902836538
6.956084876,2.728364182,2.901651193
7.001335624,2.737368684,2.900464345
7.046686643,2.746373187,2.899277479
7.092151272,2.755377689,2.898090347
7.137721229,2.764382191,2.896902903
7.183394056,2.773386693,2.895714219
7.229175373,2.782391196,2.894525932
7.275068713,2.791395698,2.893336501
7.321055412,2.8004002,2.892146598
7.367150707,2.809404702,2.890956524
7.413359556,2.818409205,2.889766189
7.459662633,2.827413707,2.888575605
7.506074104,2.836418209,2.887384246
7.552587887,2.845422711,2.88619276
7.599204536,2.854427214,2.885001093
7.645930139,2.863431716,2.883809318
7.692751587,2.872436218,2.882616239
7.739677696,2.88144072,2.881423707
7.786707955,2.890445223,2.880230163
7.833845077,2.899449725,2.879036852
7.881078072,2.908454227,2.877843025
7.928415096,2.917458729,2.876649238
7.975851792,2.926463232,2.875454901
8.023387823,2.935467734,2.874260207
8.071035098,2.944472236,2.873065299
8.118776964,2.953476738,2.871870637
8.166624878,2.962481241,2.870675629
8.214561365,2.971485743,2.869480675
8.26260069,2.980490245,2.868284798
8.310748614,2.989494747,2.867089358
8.358993887,2.99849925,2.86589351
8.407326073,3.007503752,2.864697472
8.455760711,3.016508254,2.863501226
8.504307717,3.025512756,2.862304671
8.55293666,3.034517259,2.861108727
8.601678834,3.043521761,2.859912696
8.650512279,3.052526263,2.858715896
8.699433295,3.061530765,2.857519183
8.748459965,3.070535268,2.8563224
8.79758272,3.07953977,2.855125944
8.846812203,3.088544272,2.853929476
8.896122303,3.097548774,2.852732616
8.945535249,3.106553277,2.851536365
8.995037484,3.115557779,2.850339552
9.044646495,3.124562281,2.849142758
9.094344546,3.133566783,2.847945874
9.144138431,3.142571286,2.846749841
9.194016357,3.151575788,2.845553349
9.244001763,3.16058029,2.844356416
9.294079441,3.169584792,2.843160616
9.344240327,3.178589295,2.841963967
9.394497504,3.187593797,2.840768142
9.444850087,3.196598299,2.839572559
9.49529948,3.205602801,2.838376767
9.545836524,3.214607304,2.837181484
9.596465185,3.223611806,2.835985743
9.647183477,3.232616308,2.834789708
9.697995522,3.24162081,2.833594932
9.74889338,3.250625313,2.832400021
9.79989234,3.259629815,2.831204971
9.850971709,3.268634317,2.830011111
9.902145741,3.277638819,2.828816636
9.953409542,3.286643322,2.827622901
10.00476625,3.295647824,2.826429103
10.05620004,3.304652326,2.825235396
10.10773089,3.313656828,2.824042478
10.1593534,3.322661331,2.822849184
10.21104562,3.331665833,2.821657364
10.26284309,3.340670335,2.820464927
10.31472718,3.349674837,2.819272843
10.36669062,3.35867934,2.818081471
10.41874159,3.367683842,2.816890873
10.47088595,3.376688344,2.815700041
10.52310645,3.385692846,2.814509514
10.57541513,3.394697349,2.8133199
10.6278107,3.403701851,2.812130229
10.68029551,3.412706353,2.810941005
10.73285495,3.421710855,2.809752522
10.78550001,3.430715358,2.808564962
10.83823296,3.43971986,2.807376961
10.8910517,3.448724362,2.80619004
10.94394504,3.457728864,2.805003242
10.99692587,3.466733367,2.80381732
11.04999329,3.475737869,2.802632253
11.10312593,3.484742371,2.801447349
11.1563532,3.493746873,2.800262152
11.2096658,3.502751376,2.799078287
11.26305747,3.511755878,2.797895163
11.31652,3.52076038,2.796712887
11.37006718,3.529764882,2.795530461
11.42369705,3.538769385,2.794349375
11.47740455,3.547773887,2.793168623
11.53118891,3.556778389,2.791988406
11.58505788,3.565782891,2.790809324
11.63899402,3.574787394,2.789629931
11.693013,3.583791896,2.788452005
11.74711295,3.592796398,2.787274728
11.8012858,3.6018009,2.786098038
11.85553997,3.610805403,2.78492214
11.90986283,3.619809905,2.783746993
11.96426498,3.628814407,2.782572689
12.01874461,3.637818909,2.781398255
12.07330109,3.646823412,2.780225919
12.12793502,3.655827914,2.779053832
12.18262949,3.664832416,2.777882601
12.23740482,3.673836918,2.776711806
12.29226081,3.682841421,2.775542057
12.34718028,3.691845923,2.774373625
12.40218333,3.700850425,2.773205831
12.45724637,3.709854927,2.772038861
12.51238428,3.71885943,2.770872948
12.56760051,3.727863932,2.769707176
12.62288655,3.736868434,2.768543582
12.67823966,3.745872936,2.767380083
12.7336643,3.754877439,2.76621822
12.78917075,3.763881941,2.765056436
12.84472658,3.772886443,2.763895504
12.90036212,3.781890945,2.762735996
12.95606513,3.790895448,2.761578433
13.01184159,3.79989995,2.760420333
13.06767479,3.808904452,2.759263708
13.123584,3.817908954,2.758108459
13.17955627,3.826913457,2.756954235
13.23560006,3.835917959,2.755801117
13.29170521,3.844922461,2.754649056
13.34788363,3.853926963,2.753497937
13.40412187,3.862931466,2.752348215
13.46042503,3.871935968,2.751199178
13.51679411,3.88094047,2.750051319
13.57323194,3.889944972,2.748904993
13.62972663,3.898949475,2.747759276
13.68629003,3.907953977,2.746615621
13.74291676,3.916958479,2.74547228
13.79960297,3.925962981,2.744330444
13.85635643,3.934967484,2.743190219
13.91316988,3.943971986,2.742050395
13.97004803,3.952976488,2.740912331
14.0269822,3.96198099,2.739775757
14.08398295,3.970985493,2.738639903
14.14103253,3.979989995,2.737505598
14.19815558,3.988994497,2.736372586
14.2553304,3.997998999,2.735240762
14.31255777,4.007003502,2.73411111
14.36986121,4.016008004,2.732981751
14.42721254,4.025012506,2.731854083
14.48461909,4.034017009,2.730728286
14.54208301,4.043021511,2.729602804
14.59960782,4.052026013,2.728479571
14.65719049,4.061030515,2.72735746
14.71483492,4.070035018,2.726236691
14.77252313,4.07903952,2.725117373
14.8302726,4.088044022,2.723999998
14.88807867,4.097048524,2.7228834
14.9459361,4.106053027,2.721768072
15.00384392,4.115057529,2.720655272
15.06181031,4.124062031,2.719543269
15.11982875,4.133066533,2.718432839
15.17790574,4.142071036,2.717323881
15.23603085,4.151075538,2.716216742
15.29420364,4.16008004,2.715110539
15.35243294,4.169084542,2.714006608
15.41071254,4.178089045,2.712904597
15.46904393,4.187093547,2.711803714
15.52742061,4.196098049,2.710704383
15.5858586,4.205102551,2.709606281
15.64432824,4.214107054,2.708510046
15.70286485,4.223111556,2.707415686
15.76144266,4.232116058,2.706322622
15.82006113,4.24112056,2.705231588
15.87873673,4.250125063,2.704142436
15.93745635,4.259129565,2.703054836
15.99622131,4.268134067,2.701969172
16.05503314,4.277138569,2.700884562
16.11389896,4.286143072,2.699801866
16.17280452,4.295147574,2.698721251
16.23175629,4.304152076,2.697642652
16.29075355,4.313156578,2.696565543
16.34979356,4.322161081,2.695490019
16.40887355,4.331165583,2.694416777
16.46799809,4.340170085,2.693344563
16.52717057,4.349174587,2.692275006
16.58637867,4.35817909,2.691206403
16.64564208,4.367183592,2.690140876
16.70493111,4.376188094,2.689076407
16.76426755,4.385192596,2.688014152
16.82364674,4.394197099,2.686954283
16.88306917,4.403201601,2.685895501
16.94253098,4.412206103,2.68483963
17.00202958,4.421210605,2.683784087
17.06156332,4.430215108,2.68273153
17.12113478,4.43921961,2.681681236
17.18075587,4.448224112,2.680632153
17.24041144,4.457228614,2.679585755
17.30010113,4.466233117,2.678541521
17.35982534,4.475237619,2.677498434
17.41959891,4.484242121,2.676457674
17.47939321,4.493246623,2.675419381
17.539224,4.502251126,2.674382537
17.59909846,4.511255628,2.67334839
17.6590012,4.52026013,2.672316515
17.71893718,4.529264632,2.671285801
17.77892175,4.538269135,2.670258405
17.83892538,4.547273637,2.669232408
17.8989629,4.556278139,2.668208779
17.95904154,4.565282641,2.667187307
18.01914481,4.574287144,2.666167711
18.0792845,4.583291646,2.66515019
18.13944712,4.592296148,2.664136379
18.19964991,4.60130065,2.663122925
18.25988023,4.610305153,2.662112572
18.32013636,4.619309655,2.66110412
18.38043004,4.628314157,2.660098259
18.44074751,4.637318659,2.65909439
18.50109788,4.646323162,2.658093258
18.56147675,4.655327664,2.65709437
18.62187845,4.664332166,2.656097671
18.68230965,4.673336668,2.65510275
18.74276732,4.682341171,2.654111009
18.80325574,4.691345673,2.653121097
18.86376411,4.700350175,2.652134283
18.92430929,4.709354677,2.651148733
18.98486192,4.71835918,2.650166082
19.04546032,4.727363682,2.649186287
19.10606647,4.736368184,2.6482086
19.16670928,4.745372686,2.647232978
19.22737199,4.754377189,2.646260122
19.28805117,4.763381691,2.64529014
19.34875748,4.772386193,2.644321586
19.40949147,4.781390695,2.643356784
19.47023863,4.790395198,2.642393962
19.53101202,4.7993997,2.641433378
19.59180384,4.808404202,2.640475516
19.6526188,4.817408704,2.639519841
19.71345503,4.826413207,2.638567384
19.77430119,4.835417709,2.637617148
19.83517913,4.844422211,2.636669643
19.89607266,4.853426713,2.635724258
19.95698928,4.862431216,2.634781589
20.01792057,4.871435718,2.633842645
20.07886049,4.88044022,2.63290464
20.13982618,4.889444722,2.631970595
20.20081452,4.898449225,2.631038603
20.261812,4.907453727,2.630109401
20.32282292,4.916458229,2.629183098
20.38384928,4.925462731,2.628258923
20.44489901,4.934467234,2.627338062
20.50594922,4.943471736,2.626419654
20.56703323,4.952476238,2.625504103
20.6281231,4.96148074,2.624591365
20.68922573,4.970485243,2.623681459
20.75033903,4.979489745,2.622774259
20.81146958,4.988494247,2.621869321
20.8726126,4.997498749,2.620967787
20.93375331,5.006503252,2.620068716
20.99492352,5.015507754,2.619172846
21.05610244,5.024512256,2.61827974
21.11728212,5.033516758,2.617389621
21.1784737,5.042521261,2.616502272
21.23969001,5.051525763,2.615617436
21.30090377,5.060530265,2.614736089
21.36212992,5.069534767,2.613856833
21.42335787,5.07853927,2.61298092
21.48460104,5.087543772,2.612108175
21.54584613,5.096548274,2.611239085
21.6070993,5.105552776,2.610371136
21.66836974,5.114557279,2.60950716
21.72963555,5.123561781,2.60864632
21.7909084,5.132566283,2.607788319
21.85219451,5.141570785,2.606933666
21.91348582,5.150575288,2.606081938
21.97477646,5.15957979,2.605232313
22.03607052,5.168584292,2.604386775
22.09736611,5.177588794,2.603544036
22.15867691,5.186593297,2.60270388
22.2199862,5.195597799,2.601867558
22.2813016,5.204602301,2.601033705
22.34260233,5.213606803,2.600203495
22.40392675,5.222611306,2.599376304
22.46524804,5.231615808,2.598552612
22.52656328,5.24062031,2.597731021
22.58788836,5.249624812,2.596913292
22.64920742,5.258629315,2.596098663
22.71052998,5.267633817,2.595287219
22.77184498,5.276638319,2.594479351
22.83316891,5.285642821,2.593673944
22.89448358,5.294647324,2.592872397
22.95580385,5.303651826,2.592073691
23.01712354,5.312656328,2.591277645
23.07843538,5.32166083,2.590485781
23.13974561,5.330665333,2.589697306
23.20105715,5.339669835,2.588912218
23.26236429,5.348674337,2.58813014
23.32366816,5.357678839,2.587351776
23.38496298,5.366683342,2.586575175
23.44625719,5.375687844,2.585803388
23.50755395,5.384692346,2.585034259
23.56883085,5.393696848,2.584268811
23.63011062,5.402701351,2.583507503
23.69137888,5.411705853,2.582748364
23.75265216,5.420710355,2.581993242
23.81390736,5.429714857,2.581241418
23.87516327,5.43871936,2.580492704
23.93640728,5.447723862,2.579748013
23.99764586,5.456728364,2.579006272
24.05887282,5.465732866,2.578267966
24.12009349,5.474737369,2.577533891
24.18130136,5.483741871,2.576802881
24.24250347,5.492746373,2.576075038
24.30370258,5.501750875,2.575350726
24.36487299,5.510755378,2.574630687
24.42605158,5.51975988,2.573913522
24.48722079,5.528764382,2.573200285
24.54836519,5.537768884,2.572489858
24.60950743,5.546773387,2.571783738
24.67062928,5.555777889,2.571081192
24.73174744,5.564782391,2.570381815
24.79285107,5.573786893,2.569686773
24.85393831,5.582791396,2.568994459
24.91502129,5.591795898,2.568306183
24.97607872,5.6008004,2.567622284
25.03713,5.609804902,2.566940405
25.0981614,5.618809405,2.56626354
25.15918077,5.627813907,2.56559052
25.22018599,5.636818409,2.564920005
25.28117998,5.645822911,2.56425409
25.34215441,5.654827414,2.563591095
25.40310704,5.663831916,2.562932205
25.46404245,5.672836418,2.562277397
25.52497536,5.68184092,2.56162641
25.5858897,5.690845423,2.560978788
25.64676607,5.699849925,2.560335685
25.70764412,5.708854427,2.559695082
25.76849925,5.717858929,2.559059343
25.82932907,5.726863432,2.558426468
25.89014883,5.735867934,2.557798078
25.95094636,5.744872436,2.557173489
26.01172012,5.753876938,2.556552913
26.07248327,5.762881441,2.555935684
26.13322209,5.771885943,2.555322916
26.19394279,5.780890445,2.554713982
26.25462994,5.789894947,2.554108188
26.31531324,5.79889945,2.553507037
26.37596305,5.807903952,2.552909746
26.43659472,5.816908454,2.552315891
26.49720325,5.825912956,2.551726167
26.55780038,5.834917459,2.551140266
26.61835494,5.843921961,2.550558541
26.678903,5.852926463,2.549981248
26.73941984,5.861930965,2.549406635
26.7999087,5.870935468,2.548837516
26.86037765,5.87993997,2.548271322
26.92082205,5.888944472,2.547709995
26.98124686,5.897948974,2.547152616
27.04164545,5.906953477,2.546599067
27.10201432,5.915957979,2.54604905
27.16235629,5.924962481,2.545503568
27.2226788,5.933966983,2.544962526
27.28295978,5.942971486,2.544424622
27.34323606,5.951975988,2.543891272
27.40346932,5.96098049,2.543361594
27.46368165,5.969984992,2.542836632
27.5238675,5.978989495,2.542316223
27.58402134,5.987993997,2.541799584
27.64414893,5.996998499,2.541286327
27.70425703,6.006003002,2.540778512
27.76431413,6.015007504,2.540273726
27.82435958,6.024012006,2.539773487
27.88437002,6.033016508,2.539277516
27.9443537,6.042021011,2.538786044
28.00430877,6.051025513,2.538298196
28.06422973,6.060030015,2.537814665
28.12411997,6.069034517,2.537336253
28.1839854,6.07803902,2.536861347
28.24380389,6.087043522,2.536390536
28.30360682,6.096048024,2.535924054
28.36337101,6.105052526,2.535462275
28.4231019,6.114057029,2.535004543
28.4828044,6.123061531,2.53455132
28.54246947,6.132066033,2.534102076
28.60210556,6.141070535,2.53365714
28.66171473,6.150075038,2.53321634
28.7212842,6.15907954,2.532780559
28.78081572,6.168084042,2.532347804
28.84031514,6.177088544,2.531920956
28.89978464,6.186093047,2.531498164
28.95921453,6.195097549,2.531079365
29.0186054,6.204102051,2.530665488
29.0779713,6.213106553,2.530255557
29.13730242,6.222111056,2.529849778
29.19658745,6.231115558,2.529448605
29.25584874,6.24012006,2.529052005
29.31506788,6.249124562,2.528659857
29.3742459,6.258129065,2.528272577
29.43339598,6.267133567,2.527888853
29.49250098,6.276138069,2.527510971
29.55156605,6.285142571,2.527136379
29.61060577,6.294147074,2.526766451
29.66958978,6.303151576,2.526400931
29.7285477,6.312156078,2.526040092
29.78746686,6.32116058,2.525683921
29.84634953,6.330165083,2.525332144
29.90518657,6.339169585,2.524984846
29.96398475,6.348174087,2.524642403
30.02274676,6.357178589,2.524304334
30.08146868,6.366183092,2.523970863
30.14015425,6.375187594,2.523641946
30.19879548,6.384192096,2.523317634
30.25738683,6.393196598,2.522997799
30.31595359,6.402201101,2.522683135
30.37447287,6.411205603,2.522371983
30.43294033,6.420210105,2.522066748
30.49137625,6.429214607,2.521765645
30.5497798,6.43821911,2.521468615
30.60812782,6.447223612,2.521176803
30.66643467,6.456228114,2.520889399
30.72470912,6.465232616,2.52060691
30.78292897,6.474237119,2.520329335
30.84111105,6.483241621,2.5200561
30.89924605,6.492246123,2.51978679
30.95734312,6.501250625,2.519523456
31.01538945,6.510255128,2.51926489
31.07338948,6.51925963,2.519010601
31.13135694,6.528264132,2.518760676
31.18927302,6.537268634,2.518516223
31.2471488,6.546273137,2.518276004
31.30497337,6.555277639,2.518040889
31.36275294,6.564282141,2.517809896
31.42048909,6.573286643,2.517584342
31.4781867,6.582291146,2.517363692
31.53582487,6.591295648,2.517147465
31.59342949,6.60030015,2.516936123
31.65098177,6.609304652,2.516730399
31.70847817,6.618309155,2.516528432
31.76594931,6.627313657,2.516331931
31.82335193,6.636318159,2.516139321
31.88071739,6.645322661,2.51595261
31.93803704,6.654327164,2.515770379
31.99530569,6.663331666,2.515593009
32.05252619,6.672336168,2.515420686
32.10969449,6.68134067,2.515253191
32.16682017,6.690345173,2.51509019
32.22390267,6.699349675,2.51493342
32.28091825,6.708354177,2.5147797
32.33789958,6.717358679,2.514632463
32.39482543,6.726363182,2.514489143
32.45171287,6.735367684,2.514351427
32.50853711,6.744372186,2.514217366
32.56530861,6.753376688,2.51408993
32.62203831,6.762381191,2.513966919
32.67871323,6.771385693,2.513848891
32.73534641,6.780390195,2.51373563
32.79192226,6.789394697,2.513627788
32.8484429,6.7983992,2.513524551
32.90492129,6.807403702,2.513426706
32.96134059,6.816408204,2.513333417
33.01771253,6.825412706,2.513244692
33.07402509,6.834417209,2.513162094
33.13029692,6.843421711,2.513083926
33.18650071,6.852426213,2.513011339
33.24267131,6.861430715,2.512943184
33.29877998,6.870435218,2.51288098
33.35483577,6.87943972,2.512822865
33.41083066,6.888444222,2.512770536
33.46678047,6.897448724,2.51272268
33.52268409,6.906453227,2.512680926
33.57852199,6.915457729,2.51264313
33.63430563,6.924462231,2.512610946
33.6900418,6.933466733,2.512583502
33.74571886,6.942471236,2.512561374
